Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,translated_tweet
Kantor LBH Dikepung Massa takut dikuak pokoknya ganyang pki,1,0,0,1,0,1,0,0,0,0,0,1,"LBH Office Surrounded by Masses Afraid of Being Exposed, Basically, Crush the PKI"
"USER Gak boleh jangan sampai makan coklat, dulu anjing saya malah mencret gitu untung gapapa []'",0,0,0,0,0,0,0,0,0,0,0,0,"USER You must not eat chocolate, my dog ​​used to have diarrhea, luckily it's okay []'"
"USER USER USER USER USER USER USER Pesan yg sy tangkap dari cebong liberal anti islam adalah :\nJangan gunakan islam dalam berpolitik , pisahkanlah agama dari politik \n\nItu strategi basi ala o",1,1,0,1,1,0,0,0,0,0,1,0,"USER USER USER USER USER USER USER The message I got from the liberal anti-Islamic cebong is:\nDon't use Islam in politics, separate religion from politics\n\nThat's a stale strategy."
"USER Partai islam bro....yg benar benar tau dosanya...,bukan satu kasus ini tiga kasus,ternyata kaum munafikun lebih parah dr orang kafir...'",1,1,0,1,1,0,0,0,0,0,1,0,"USER of the Islamic Party, bro....who truly knows his sins...,this is not one case, this is three cases, it turns out that the hypocrites are worse than the infidels...'"
"USER aku katakan anjing kpd ahmad dani, boleh....aku katakan babi kpd ahmad dhani, boleh...",1,1,1,0,0,0,0,0,1,1,0,0,"USER I say dog ​​to Ahmad Dani, that's okay....I say pig to Ahmad Dhani, that's okay..."
"Jangankan Banjir, Tuhan aja Dilawan Sama Ahok #JakartaBanjir Tapi Jakarta hari Ini Bukan Banjir, Hanya GENANGAN.",1,0,1,0,0,0,0,0,1,1,0,0,"Never mind floods, Ahok even fought God #JakartaFloods But Jakarta today is not flooded, just inundation."
Ayo kawan kita bersama\nNaik delman atau onta\nKita sama-samaa... \nPergi ke bulaaaannn',0,0,0,0,0,0,0,0,0,0,0,0,"Come on friends, let's go together\nRide a delman or a camel\nTogether we...\nGo to the moon'"
"USER Banyak bacot lo, ini bahasa sekitar.'",1,1,1,0,0,0,0,0,1,1,0,0,"USER You talk a lot, this is local language.'"
"Berbeda sedikit dibanding selama era Jokowi, pada era 1971-88 China dan AS tak terlibat secara langsung. Penyingkiran Islam pada era itu dominan dilakukan oleh Rezim Orba/CSIS/elit Tionghoa/ katolik radikal tanpa partisipasi komunitas Tionghoa dan sempa",0,0,0,0,0,0,0,0,0,0,0,0,"Slightly different compared to the Jokowi era, in the 1971-88 era China and the US were not directly involved. The elimination of Islam in that era was predominantly carried out by the New Order Regime/CSIS/Chinese elites/radical Catholics without the participation of the Chinese community and the"
USER Suara orang mati koq masi dipakai buat legitimasi. Dasar rezim cebong dungu!!',1,1,0,1,0,0,0,0,1,0,1,0,USER The voices of the dead are still used for legitimacy. What a stupid cebong regime!!'
Prabowo: Mau Bantu Rohingya? RI Harus Disegani URL URL,1,0,1,0,0,0,0,0,1,1,0,0,Prabowo: Want to Help Rohingya? RI Must Be Respected URL URL
Gubernur Sosialisasikan Asian Games Kepada Masyarakat se-Kecamatan Sako,0,0,0,0,0,0,0,0,0,0,0,0,Governor Promotes Asian Games to Communities in Sako District
Bobotoh Persib terlalu agung hanya untuk bermusuhan dengan suporter kampungan. #PersibDay #PersibJuara',0,1,0,0,0,0,0,0,0,0,0,0,Bobotoh Persib is too great to be hostile to village supporters. #PersibDay #PersibJuara'
Gianluigi Buffon Sudah Tepat Diusir Wasit Michael Oliver kata Presiden UEFA,0,0,0,0,0,0,0,0,0,0,0,0,"Gianluigi Buffon was right to be sent off by referee Michael Oliver, says UEFA president"
USER USER Gimana rasanya nyabu bang?,1,0,1,0,0,0,0,0,1,1,0,0,"USER USER How does it feel to do meth, bro?"
Specheslah dengan Hasil pemilihan kepala daerah DKI 2017 Benarkah Anies-Sandi Menang Karena Sara..,1,0,1,0,0,0,0,0,1,1,0,0,Speccheslah with the results of the 2017 DKI regional head election. Is it true that Anies-Sandi won because of SARA..
USER katanya pemerintah lagi menjunjung tinggi seni dan budaya tradisional. Tapi faktanya belum terasa...; ; #Cirebonseni #taritopeng #,0,0,0,0,0,0,0,0,0,0,0,0,USER said the government is upholding traditional arts and culture. But in fact it has not been felt...; ; #Cirebonseni #taritopeng #
"1. Siang hari ini, Presiden USER memimpin Rapat Terbatas di Istana Kepresidenan Bogor dengan topik 'Perkembagan Persiapan Asian Games XVIII Tahun 2018' #JokowiPacuPromosiAsianGames #YukPromosikanAsianGames18",0,0,0,0,0,0,0,0,0,0,0,0,"1. This afternoon, the President of USER led a Limited Meeting at the Bogor Presidential Palace with the topic 'Development of Preparations for the XVIII Asian Games in 2018' #JokowiPacuPromosiAsianGames #YukPromosikanAsianGames18"
RT USER USER Prabowo simulut busuk dia cuma sampah negara bisa nya cuma bikin gaduh,1,1,1,0,0,0,0,0,1,1,0,0,"RT USER USER Prabowo's mouth is rotten, he's just trash from the country, he can only make noise"
"Rakyak dukung USER usut tuntas kasus anies bwsdn & sandiaga uno jg anggota dpr,mpr,dprd & para penguasa elit politik yang telibat korupsi",1,0,0,1,0,0,0,0,1,0,1,0,"The people support USER to thoroughly investigate the cases of Anies Baswedan & Sandiaga Uno as well as members of the DPR, MPR, DPRD & elite political leaders involved in corruption."
"Lengserkan tito.... Dah g beres kapolri masak buat sprti itu, semua yg berlawanan dgn ahok dan dek jokowi dikriminalisasi",1,0,1,0,0,0,0,0,1,0,0,1,"Remove Tito.... The Chief of Police is not finished yet, how can he do something like that, criminalize anyone who opposes Ahok and Jokowi"
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Pasti....sebab itu cina,0,0,0,0,0,0,0,0,0,0,0,0,USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Sure....because it's China
USER Apa kau bbual sompret',0,1,0,0,0,0,0,0,0,0,0,0,USER Are you a fake liar?
Gubraaaaak!!!! Malu liatnya... Untung semalem debat ga kaya MATA NAJWA.. Coba kalo formatnya sama pasti Ringsek dah pasangan ASU...,1,1,0,1,0,0,0,0,1,0,1,0,"Gubraaaaaa!!!! It's embarrassing to see... Luckily last night's debate wasn't like MATA NAJWA... If the format was the same, the ASU pair would definitely be lost..."
RT USER: Aku percaya kok mereka tuh sebetulnya baik cuman karena hasutan manusia tapi mirip iblis aja jadi mereKa memandang saya\xe2\x80\xa6',0,1,0,0,0,0,0,0,0,0,0,0,"RT USER: I believe that they are actually good, but because of human incitement, they look like devils, so they look at me\xe2\x80\xa6'"
"Ancaman demi ancaman ku dapat dari pacarku saat dia menelfon. Ya... aku memang sendiri di kota yg asing ini, wajar jika aku takut dengan ancamannya. Ku fikir-fikir kembali dan akhirnya aku memutuskan untuk kembali dengan pacarku dan melepaskan teman kant",0,0,0,0,0,0,0,0,0,0,0,0,"Threats after threats I got from my boyfriend when he called. Yes... I was alone in this strange city, it was natural that I was afraid of his threats. I thought about it again and finally I decided to go back with my boyfriend and let go of my friends."
Pertumbuhan Ekonomi Indonesia Luartal-I 2018,0,0,0,0,0,0,0,0,0,0,0,0,Indonesia's Economic Growth Outcome I 2018
USER Bom takjil itumah..',0,0,0,0,0,0,0,0,0,0,0,0,USER That takjil bomb..'
USER Emang cem bangsat ya temen terkutuk macam tuh untung bulan puasa nehehe',1,1,1,0,0,0,0,0,1,1,0,0,"USER You're really a bastard, a cursed friend like that, luckily it's the fasting month, hahaha'"
SILAKAN SIMAK !!!.; ; GUBERNUR INDONESIA PAK USER BERTEMU PRESIDEN USER SHALAT JUM'AT BERSAMA.,0,0,0,0,0,0,0,0,0,0,0,0,PLEASE WATCH!!!.; ; GOVERNOR OF INDONESIA MR USER MEETS PRESIDENT USER TO PRAY FRIDAY PRAYERS TOGETHER.
Bacot lu member karma',1,1,1,0,0,0,0,0,1,1,0,0,Your ranting will give you karma'
RT USER: USER Aku inget dulu pernah pura pura sakit biar diperhatiin alias anjing bangsat jadi sakit beneran kan brengsek',0,1,0,0,0,0,0,0,0,0,0,0,"RT USER: USER I remember once pretending to be sick to get attention, aka the bastard dog actually got sick, right?'"
USER Gini aja terus sampe titit kamu copot yang\xf0\x9f\x99\x82',0,1,0,0,0,0,0,0,0,0,0,0,USER Just keep doing this until your dick comes off which\xf0\x9f\x99\x82'
RT USER: pengen qmu kontolin sambil ngentot ma suami.... URL,0,1,0,0,0,0,0,0,0,0,0,0,RT USER: I want you to control me while fucking my husband.... URL
"eh sori bangetnih Milton J Bennet, lu ngapain punya S3 kalo cuma mau bilang ""simpati sama empati sama sama penting"" goblok'",1,1,1,0,0,0,0,0,1,1,0,0,"eh, I'm really sorry, Milton J Bennet, why do you have a PhD if you just want to say ""sympathy and empathy are equally important"" you idiot'"
"kalo kenalan, trus gue bilang dr Kalimantan, orang pada ngira gue Dayak atau Cina. \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",0,0,0,0,0,0,0,0,0,0,0,0,"if I get to know someone and say I'm from Kalimantan, people will think I'm Dayak or Chinese. \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'"
USER Semua bukan cuma menteri... Anggota DPR yang ingkar saat rapat ...potong tunjangan dan gajinya',0,0,0,0,0,0,0,0,0,0,0,0,USER Not just ministers... DPR members who are absent during meetings... have their allowances and salaries cut'
"USER USER USER USER USER si cebong sudah kebanyakan makan tahi jokowi, dia baru sadar kl nanti jokowi sudah mengumumkan INDONESIA dirubah menjadi INDOCHINA,,,'",1,1,0,1,0,0,0,0,1,0,1,0,"USER USER USER USER USER The cebong has eaten too much of Jokowi's shit, he just realized that Jokowi has announced that INDONESIA will be changed to INDOCHINA,,,'"
"USER Namanya anak buah iblis, \nmuslim taat dimusuhi muslim bermaksiyat dipuji-puji.\nPembela negeri dia benci, penjilat asing dia hormati.'",0,1,0,0,0,0,0,0,0,0,0,0,"USER His name is the devil's child, \nDevout Muslims are hated by Muslims whose actions are praised and praised.\nHe hates defenders of the country, he respects foreign sycophants.'"
USER Wkwk jahat mah edan',0,1,0,0,0,0,0,0,0,0,0,0,"USER Hahaha, you're so evil, you're crazy'"
"Hai guys. Gakerasa ya 70 Hari Lagi Penentuan Masa Depan Majalengka 5 Tahun kedepan, ; š??« gkmau lg Pajak Mahal? ; š??« gkmau lg susah Cari Kerjaan? ; š??« gkmau lg berobat susah? ; š??« gkmau lg biaya pendidikan mahal? ; š??« gkmau lg jalan banyak rusak? ; š??« gkmau lg E",0,0,0,0,0,0,0,0,0,0,0,0,"Hi guys. It's hard to believe that in 70 days the future of Majalengka will be determined for the next 5 years, ; š??« Don't want expensive taxes anymore? ; š??« Don't want it to be difficult to find a job anymore? ; š??« Don't want it to be difficult to get medical treatment anymore? ; š??« Don't want expensive education costs anymore? ; š??« Don't want many damaged roads anymore? ; š??« Don't want E anymore"
"RT USER: Sekumpulan Teman Penista Agama\nTdk ada empati buat korban banjir, hanya koar2 memuji junjunganya https:\/\/t.co\/XQFktDG74x",1,0,0,1,0,0,0,0,1,0,1,0,"RT USER: A Group of Friends Who Blaspheme Religion\nNo empathy for flood victims, only loud praise for their idols https:\/\/t.co\/XQFktDG74x"
Presiden USER bersama ulama - Siapapun yg dipilih rakyat itulah kehendak Allah SWT. Negara Indonesia akan semakin kokoh apabila ulama dan umara selalu beriringan serta menjaga silaturahmi. ; ; #JokowiBersamaUlama; #KitabSuciBukanFiksi,0,0,0,0,0,0,0,0,0,0,0,0,USER President with the ulama - Whoever the people choose is the will of Allah SWT. The Indonesian nation will be stronger if the ulama and umara always go hand in hand and maintain friendship. ; ; #JokowiWithUlama; #TheHolyBookIsNotFiction
"USER Dalam sejarah politik Indonesia dikenal pergerakan 3 Angkatan:\n\n1. #Angkatan45 yang memperjuangkan kemerdekaan\n\n2. #Angkatan66 dengan tuntutan Tritura: bubarkan PKI, turunkan harga2, rombak kabinet \n\n3. #Angkatan98 dengan tuntutan Refo",0,0,0,0,0,0,0,0,0,0,0,0,"USER In the history of Indonesian politics, there are 3 known movements:\n\n1. #Angkatan45 which fought for independence\n\n2. #Angkatan66 with Tritura demands: disband the PKI, lower prices, reshuffle the cabinet\n\n3. #Angkatan98 with Refo demands"
RT USER USER USER Heleh istana di kuasai cina hancur sudah rakyat indonesia,1,0,0,1,0,1,0,0,0,0,1,0,"RT USER USER USER Hey, the palace is controlled by China, the Indonesian people are destroyed"
"Begitulah media''yahudi antek dajjal penjilat klo ga menggoreng issu mereka kelaparan,semangat trs bang jonru...abaikan cebong""yg sakit otak",1,1,0,1,1,0,0,0,0,0,1,0,"That's how the Jewish media are, the lackeys of the Dajjal, sycophants, if they don't stir up the issue they will starve, keep up the spirit, bro Jonru... ignore the cebong who has a brain disease"
RT USER: Tinggalkan bicara tentang PKI mari kita fokus ke 2019 ganti Presiden jadikan USER sebagai the next Presiden,1,0,1,0,0,0,0,0,1,1,0,0,"RT USER: Leave talking about PKI, let's focus on 2019, change the President, make USER the next President"
"Sejak awal, janji campaign-nya Moon Jae-In memang memperbaiki hubungan dgn Korut kok. Makanya dia pilih approach utk hold project THAAD sejak masa kampanye.\n\nYg bikin runyam hubungan Korsel-Korut tahun lalu ya karena congor Trump aja.'",0,1,0,0,0,0,0,0,0,0,0,0,"Since the beginning, Moon Jae-In's campaign promise was to improve relations with North Korea. That's why he chose the approach of holding the THAAD project since the campaign period.\n\nWhat made the South Korea-North Korea relationship complicated last year was just because of Trump's congor.'"
USER USER USER USER Sodakoh tapi ngarap imbalan wakakkakkak otak ganti presiden emang somplak',1,1,1,0,0,0,0,0,1,1,0,0,USER USER USER USER Sodakoh but expecting the reward of wakakkakkak brains to replace president is indeed a joke'
"Fakta keterlibatan Laskar Hitam terlihat di Mauk, dengan menyelenggarakan sunat paksa terhadap semua lelaki Tionghoa di Mauk, Selapajang, dll.'",0,0,0,0,0,0,0,0,0,0,0,0,"The fact of the involvement of the Black Army was seen in Mauk, by carrying out forced circumcisions on all Chinese men in Mauk, Selapajang, etc.'"
Yahudi lobby wali allegation out qadiani lobby wali in..',0,0,0,0,0,0,0,0,0,0,0,0,Jewish lobby guardian allegation out qadiani lobby guardian in..'
USER /lompat/ wesss perasaan ga bawa taplak merah',0,0,0,0,0,0,0,0,0,0,0,0,"USER /jump/ wow, I feel like I didn't bring a red tablecloth'"
Asma Dewi Tersangka Hate Speech Ternyata Loyalis Prabowo &amp; Anies-Sandi? Jejak Digi..,1,0,1,0,0,0,0,0,1,1,0,0,"Asma Dewi, Suspect of Hate Speech, Turns Out to be a Loyalist of Prabowo & Anies-Sandi? Jejak Digi.."
"RT USER: USER kalo settingan ga mungkin lah gue milih yoj, itu sama aja kek nyemplung ke got bego'",1,1,1,0,0,0,0,0,1,1,0,0,"RT USER: USER, if the settings aren't possible, I'll choose Yoj, it's the same as throwing myself into the gutter, stupid'"
USER USER Aktivis 65 itu mah. Yg bersama sama Pak Harto menumpas PKI',0,0,0,0,0,0,0,0,0,0,0,0,USER USER That 65 activist. The one who together with Pak Harto crushed the PKI'
"USER Ya Allah bener bgt, dunia SSK kejam gaes. Member ngga punya fanbase kuat atau sultan ya sudah hanya berharap pada push manajemen yg pasti pilih2 :('",0,0,0,0,0,0,0,0,0,0,0,0,"USER Oh my God, it's true, the world of SSK is cruel, guys. Members who don't have a strong fanbase or are sultans can only hope for push from management who will definitely be selective :('"
"USER heh kontol, jan sok pemes lu di rp, muka kek memek, org tua lu kek monyet, agama lu aje agama kontol 9",1,1,1,0,1,0,1,1,0,1,0,0,"USER heh dick, don't act like your boss in rp, your face is like a pussy, your parents are like monkeys, your religion is just a dick's religion 9"
USER USER Babi tu makhluk Allah..',0,0,0,0,0,0,0,0,0,0,0,0,USER USER Pigs are God's creatures..'
RT USER: Ni memek tyap hri snge mulu',0,1,0,0,0,0,0,0,0,0,0,0,RT USER: Ni pussy tyap day snge mulu'
laptop gue udah dari 2 bulan lalu ga selesai selesai di service. katanya cuma 2 minggu setan',0,1,0,0,0,0,0,0,0,0,0,0,"My laptop has not been serviced for 2 months now. They said it would only take 2 weeks, devil."
"USER Pak USER lihat beda pemahaman Islam antara Gus Mus dan Ba'asyir, isi Quran harus Anda buat JELAS",0,0,0,0,0,0,0,0,0,0,0,0,"USER Mr. USER, see the difference in understanding of Islam between Gus Mus and Ba'asyir, you must make the contents of the Quran CLEAR"
USER USER USER lah kamu umat apa ..umat iblis...intinya adalah ada ribuan orang dirugikan oleh bajingan sialan kok ya masih ada yg bela..gitu aja.',1,1,0,1,0,0,0,0,1,0,1,0,"USER USER USER What kind of people are you... the devil's people... the point is that there are thousands of people who have been harmed by these damn bastards, why are there still those who defend them... that's all.'"
Air tebu sebelum viral pun harga yahudi. Dah viral nanti harga nazi ke acaner?',0,0,0,0,0,0,0,0,0,0,0,0,Sugarcane juice before it went viral was a Jewish price. Is it going viral then the Nazi price will go to Acaner?'
Tabrakan kapal dan pembohong besar Bangsa Indonesia Itu kerja Jokowor undercover,1,0,1,0,0,0,0,0,1,1,0,0,The ship collision and the big liar of the Indonesian nation. That was Jokowi's undercover work.
"Kita berbangga, kita bersyukur karena Pemerintah kita berhasil mengambil alih 51% divestasi saham PT. FI. Yang tidak berbangga dan tidak bersyukur adalah mafia tambang dan antek orde baru yang pululan tahun berkomplot dengan asing menguras dan merampok k",0,0,0,0,0,0,0,0,0,0,0,0,"We are proud, we are grateful because our government has succeeded in taking over 51% of the divestment of PT. FI shares. Those who are not proud and not grateful are the mining mafia and the lackeys of the New Order who have been conspiring with foreigners for decades to drain and rob us."
usss kok bloon banget sih mereka\xf0\x9f\x98\xad',1,1,0,1,0,0,0,0,1,0,1,0,"Ugh, why are they so stupid\xf0\x9f\x98\xad'"
USER USER USER liat onta di namani tersinggung',0,1,0,0,0,0,0,0,0,0,0,0,USER USER USER saw the camel named 'offended'
mata sipit.. mau marah mau senang mau melirik mau apa aja tetap segaris.. hahaha ..enak nya si mata sipit',0,0,0,0,0,0,0,0,0,0,0,0,"narrow eyes.. whether angry or happy, whether glancing or whatever, they are still in a line.. hahaha.. narrow eyes are good."
Video diduga perang Teroris Budha yang kocar kacir melawan Pertahanan pemuda muslim minoritas Rohingya.,1,0,0,1,1,0,0,0,0,0,1,0,Video allegedly shows Buddhist terrorists fighting in disarray against the defense of Rohingya minority Muslim youth.
USER USER Rezim utang....pencitraan demi berkuasa k3mbali....rezim kampretttt',1,1,1,0,0,0,0,0,1,1,0,0,USER USER Debt regime....image creation to get back into power....damn regime'
Usir cina ganyang cina,1,0,0,1,0,1,0,0,0,0,0,1,"Drive out the Chinese, crush the Chinese"
USER Antek Komunis.. biadab. Jongos cina,1,1,1,0,0,1,0,0,0,1,0,0,USER Communist lackey.. savage. Chinese lackey
Sudah lupa cara menikmati makan enak yang penting kenyang sajahhhhh skrg .... Gembel \xf0\x9f\x98\xac',0,1,0,0,0,0,0,0,0,0,0,0,"I've forgotten how to enjoy delicious food, the important thing is to be full now.... I'm a bum \xf0\x9f\x98\xac'"
"USER USER IBU PASTI WANITA; WANITA BELUM TENTU JADI IBU ; GOBLOK; ; KEAHLIAN CEBONG HANYA 1, TUKANG TIPU !!!; cebong mah gitu, goblok nggak ketulungan. Plonga plongo mengakibatkan optimisme berlebihan; ; #2019GantiPresiden #PlongaPlongo #Dun",1,1,0,1,0,0,0,0,1,0,1,0,"USER USER MOTHER IS DEFINITELY A WOMAN; WOMEN ARE NOT NECESSARILY MOTHERS; STUPID; ; THE TAPE HAS ONLY 1 EXPERTISE, A CHEATER!!!; That's what a tadpole is, stupid beyond belief. Plonga plongo causes excessive optimism; ; #2019ChangePresident #PlongaPlongo #Dun"
"USER Ribut harga mulu, perasaan gw sih harga telur sama daging dr jaman psk Beye sampai skrg, segitu2 aja, telor doang 24rb/kg masa ga bisa beli, ga bisa beli daging? Burger harga promo mulu tuh'",1,1,1,0,0,0,0,0,1,1,0,0,"USER Always arguing about the price, I feel that the price of eggs and meat from the time of the Beye prostitutes until now, has always been the same, eggs are only 24 thousand/kg, how can you not buy them, can't you buy meat? Burgers are always on promo price'"
USER Ga punya kntl mas?',0,1,0,0,0,0,0,0,0,0,0,0,"USER Don't have a key, sir?'"
Keciduk juga ni Kunyuk...\nProses hukum aja....kagak usah pake Matre... URL,1,1,1,0,0,0,0,0,1,1,0,0,Kunyuk is also caught...\nJust go through the legal process....no need to use Matre... URL
"USER USER Yg menjadi masalah saat ini orang2 mempolitisasi isu2 islam nusantara. Bhkn ada yg smpai bilang sesat, kafir dll. Ini yg jd persoalan, ktka isu2 spti itu dipolitisasi utk kepentingan politik. Klo hanya dlm perbedaan pendapat ya sila",0,0,0,0,0,0,0,0,0,0,0,0,"USER USER The problem now is that people are politicizing the issues of Islam in the archipelago. Some even go so far as to say that they are heretical, infidels, etc. This is the problem, when issues like that are politicized for political interests. If it's just a difference of opinion, then please"
USER USER Rejim atau pemerintahan yang berasal dari Pemilu LUBER JURDIL. \nJangankan aktivis semua warga negara wajib mendukung pemerintah negaranya',0,0,0,0,0,0,0,0,0,0,0,0,"USER USER Regime or government that comes from the LUBER JURDIL Election. \nLet alone activists, all citizens are required to support their country's government'"
USER Padahal jokowi tugasnya cuman membagikan....??? #2019GantiPresiden,1,0,1,0,0,0,0,0,1,1,0,0,USER Even though Jokowi's job is only to share....??? #2019ChangePresident
"Cari makan dari eksploitasi Agama adalah puncak kejahatan yg bisa dilakukan oleh manusia. Siapa yg bisa melakukan itu, hanya menunggu kesempatan untuk melakukan kejahatan lain.",0,0,0,0,0,0,0,0,0,0,0,0,"Seeking food from the exploitation of Religion is the peak of evil that can be done by humans. Who can do that, just waiting for the opportunity to do another crime."
tolong entot silit ku dong om\nFaaiz\nArdhi\nBambang Priyo\nRidwan Hasian Firdaus',0,1,0,0,0,0,0,0,0,0,0,0,please fuck my silit uncle\nFaaiz\nArdhi\nBambang Priyo\nRidwan Hasian Firdaus'
Pastinya #JokowiSayangiPapua,0,0,0,0,0,0,0,0,0,0,0,0,Of course #JokowiLovesPapua
USER Ngewe trus krj qm.sekali2 donk ma kita2.hehe',0,1,0,0,0,0,0,0,0,0,0,0,USER Keeps having sex with us. Do it with us once in a while. Hehe'
Ikut melestarikn sbg salah satu geopark di dunia,0,0,0,0,0,0,0,0,0,0,0,0,Participate in preserving it as one of the world's geoparks
RT USER Kehancuran prabowo dibuatnya sendiri dia merobek dirinya sendiri emosi mu menghancurkan dirimu,1,0,1,0,0,0,0,0,1,1,0,0,"RT USER Prabowo's destruction was his own doing, he tore himself apart, your emotions are destroying you"
RT USER USER Mas USER cebong di kolam istana masih pada idup udh sekarat atau pd mati ? IQ 200 sekolam cebong,1,1,1,0,0,0,0,0,1,1,0,0,"RT USER USER Mr. USER The cebong in the palace pool are still alive, are they dying or are they dead? IQ 200 in a school of cebong"
"Lalu mereka yg teriak2 jokowi pro asing/aseng, oh soeharto tidak? Soeharto memberikan konsesi ke Freeport untuk eksploitasi tambang emas/tembaga di papua yg amat sangat menguntungkan freeport. Indonesia hanya kebagian saham 8,5% dan royalti 1%.'",0,0,0,0,0,0,0,0,0,0,0,0,"Then those who shout Jokowi is pro-foreigner/foreigners, oh Soeharto isn't? Soeharto gave Freeport a concession for the exploitation of gold/copper mines in Papua which was very profitable for Freeport. Indonesia only got 8.5% of the shares and 1% royalty.'"
"USER mbok kalo tau bego jangan ngebegoin orang lain gitu loh, nanya dulu ke yang ahli'",1,1,1,0,0,0,0,0,1,1,0,0,"USER sis, if you know you're stupid, don't fool other people like that, ask an expert first'"
Sinyal USER cacat ilang2an melulu -____- memang kau USER jauh lebih baik daripada USER hmm hahah',1,1,0,1,0,0,0,0,1,0,1,0,"USER's signal is always lost and damaged -____- you are indeed a USER, much better than USER hmm hahah'"
"Depan cermin bukan main elok buat posing bagai,cuba dlm gambar nohhai CACAT HAHAHAHAHA'",0,1,0,0,0,0,0,0,0,0,0,0,"In front of a mirror, it's really good for posing like, try to take a picture, it's DEFECTIVE HAHAHAHAHA'"
USER Etapi ulet nya bikin gatal2 gak mak?\nMak kok suka miara yg aneh2. Tuyul juga mak piara/?',0,0,0,0,0,0,0,0,0,0,0,0,"USER Isn't it so tenacious that it makes you itchy, Mom?\nWhy do you like weird miara? Tuyul is also a mother-in-law/?'"
"USER USER Dia manusia produk dungunya pangkat dungu, akibat lahir dungu., otaknya jd dungu, wajahnya pun dungu krna doyan hina semua dgn dungu...'",1,1,1,0,0,0,1,0,0,1,0,0,"USER USER He is a human being, the product of a stupid rank, stupid, as a result of being born stupid, his brain is stupid, his face is stupid because he likes to insult everything by being stupid...'"
USER Ga rela kunyuk bahagia pagi ini',0,1,0,0,0,0,0,0,0,0,0,0,USER Not willing to be happy this morning'
USER ah bom asjbnjadng',0,0,0,0,0,0,0,0,0,0,0,0,USER ah bomb asjbnjadng'
"Masih bagus kalau-kalau ia putus dengan cara baik-baik, Oka kerap meninggalkan perempuan yang berstatus pacarnya dan jalan dengan perempuan lain.\n\nIya, dalam pohon yang sempurna pasti ada satu daun cacat.'",0,0,0,0,0,0,0,0,0,0,0,0,"It would still be good if he broke up in a good way, Oka often left women who were his girlfriends and went out with other women.\n\nYes, in a perfect tree there must be one flawed leaf.'"
"#MataNajwaDebatJakarta Pak Anies sudah meninggalkan ketenangan dan ketulusannya dalam debat malam ini, mjd agitatif dan licik. semoga kalah kau anjing",1,1,1,0,0,0,0,0,1,1,0,0,"#MataNajwaDebatJakarta Mr. Anies has left his calm and sincerity in tonight's debate, becoming agitative and cunning. I hope you lose, you dog."
USER USER ok gitu gimana nih nder???mata gw jg sipit nih nder\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,0,0,0,0,0,0,0,0,0,0,0,"USER USER OK, how about that, nder? My eyes are narrow too, nder\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'"
Ganteng banget anjir gw menggelepar',0,1,0,0,0,0,0,0,0,0,0,0,"So handsome, my dog ​​is thrashing around'"
Bangke. Nemu aja orang-orang yang bisa bikin ngakak di Twitter.',0,1,0,0,0,0,0,0,0,0,0,0,Bangke. Just find people who can make you laugh on Twitter.'
USER Mereun dititah ku si Gunawan : sia asri ngaku kunyuk jadi aing nu keuna kehed.',0,1,0,0,0,0,0,0,0,0,0,0,USER Mereun was told by Gunawan: sia asri admits to being aing nu keuna kehed.'
"USER Yang upload medianya cebong yang feeder cebong yang komen cebong, kapan loe jadi kodok klo loe cebong terus'",1,1,0,1,0,0,0,0,1,0,1,0,"The USER who uploads the media is a tadpole whose feeder is a tadpole who comments on a tadpole, when will you become a frog if you keep tadpoles?"
rp haneul toketnya sering diremes monyet.yang on retweet',0,1,0,0,0,0,0,0,0,0,0,0,rp haneul's breasts are often squeezed by monkeys.who are on retweet'
agen dan harga tiket bus poļæ½ramayana,0,0,0,0,0,0,0,0,0,0,0,0,poļæ½ramayana bus ticket agents and prices
USER Aseng ongseng nikmat mana lagi yg kau dustakan... Wkwkwkwk jgn lupa bersyukur itu lah hilang keyakinan skrg...',0,0,0,0,0,0,0,0,0,0,0,0,"USER Aseng ongseng, which other delicious things are you denying... Wow, don't forget to be grateful, that's when you lose your faith now...'"
Umat Budha juga harus di usir di Indonesia! URL,1,0,0,1,1,0,0,0,0,0,0,1,Buddhists should also be expelled from Indonesia! URL
Jika anda ikut š???....silahkan RTā??ā??ā??;,0,0,0,0,0,0,0,0,0,0,0,0,If you follow š???....please RTā??ā??ā??;
USER Iya sih kek komunis banget wkwkwk',1,0,1,0,0,1,0,0,0,1,0,0,"USER Yes, it's really like a communist, hahaha'"
